idx	nNN	NNindex	a	b	aNN	bNN	processID	NNprocessID
3960	0	4951	-11.5030125037839	-13.4019028873896	-11.1900911424832	-14.4007790680875	0	3
6864	0	8875	18.809159749495	8.0238796427206	18.3578675562612	8.71973133513847	0	3
4439	0	5661	1.14917381150438	12.8106043479094	1.51652969889317	13.1846761200175	3	1
6216	0	5376	8.23790832198586	-9.41978792421608	7.62418180106277	-9.25750202077343	0	0
3396	0	4827	-12.5974105689229	12.0388042126832	-12.5583347961666	12.1782741071197	0	3
4746	0	5386	8.5561125840524	-11.4581912142651	7.81376251030627	-11.2981529422665	2	2
4782	0	4392	-1.23272317820888	-0.18613724770468	-1.160687069369	0.251092345630545	2	0
5812	0	6660	19.1918971917141	-1.49040268385294	19.8334448972254	-1.36032137672185	0	0
3207	0	3586	-18.3195395194413	11.7354699365192	-18.3565297329669	11.9507779663227	3	2
3404	0	4427	-15.0714697231709	14.0345276256396	-14.8107738233387	15.3723698640324	0	3
4803	0	6094	-5.77479128079077	14.1412009287958	-5.7497870750594	13.8851166396006	3	2
6587	0	5383	3.54709588402061	-5.82184515300577	4.07449311069598	-5.52047163055026	3	3
5817	0	5848	4.67189506876168	7.79589905276864	4.56850030839214	7.33353873820163	1	0
5764	0	5559	0.0624835102909298	-16.4418139766166	0.275048275740017	-14.7432581425501	0	3
4999	0	4997	-8.62641278772076	0.871132314413742	-8.29766566808907	-0.0450198781188191	3	1
3770	0	4594	-5.66754392445265	4.12018477353973	-5.77687962124284	4.05318718104268	2	2
4963	0	6581	0.694918126186599	-11.9642808149813	0.69214569911929	-11.9269851381901	3	1
7012	0	5411	16.5633764128519	-7.28510651547622	17.661387708267	-6.91312513082348	0	3
4787	0	4164	-13.1435790483474	-10.6093240834971	-13.1722784062521	-10.0831402132368	3	0
4179	0	4127	-6.03543746220061	2.98042102068651	-6.04778914207029	2.92830050256643	3	3
4393	0	3983	-6.70668940181858	11.6892198302503	-6.53294004454246	11.5553994010916	1	3
2987	0	3830	-16.8557582221949	18.4535202174535	-17.7153419715838	18.5056610269169	3	2
4369	0	4146	-14.4980754840594	-4.92435170635027	-14.1620342243106	-4.68900896042562	1	2
6817	0	5809	18.5352497844705	-2.6059010890635	18.1836459847728	-2.20444474825955	1	1
5170	0	5395	4.12777864262125	-11.5046963376129	4.88481167515118	-11.5177985990255	2	3
5821	0	5602	9.55587402845271	2.29448841612732	10.2522513386629	1.73497212437497	1	2
5360	0	4324	-8.71372695951583	-15.1025057606199	-8.56271034803884	-15.0305675200101	0	0
5641	0	4977	-4.91517385031599	-3.50402439982505	-4.44467376108617	-3.77159068471939	1	1
5575	0	4970	7.14314312820094	-10.4020643358328	7.73477617855333	-9.98718857094353	3	2
4846	0	4858	13.4693883831923	19.4434340747051	12.7549316795434	19.3607537306185	2	2
5587	0	4593	-3.44609930619242	-1.88335557772607	-3.45561873423471	-2.01266765768048	3	1
4350	0	5534	1.73980789439864	-18.6164049188244	1.23168652878319	-19.2129648547219	2	2
3355	0	3779	-16.42836818603	-6.05465457207678	-16.6255177593092	-5.42246056900649	3	3
3806	0	5432	-10.3321922698144	14.9066956598478	-10.3885761443152	14.8572182754123	2	0
3966	0	6647	-1.97119033111791	6.15390606460931	-1.66866847279852	5.8346843845213	2	3
4019	0	4388	-6.29959851104683	1.66011488069373	-5.95347202936073	1.9197249302526	3	0
5554	0	4941	19.6488309982868	-17.0877259203575	18.6503072475803	-16.747121657275	2	1
5582	0	5973	14.9225163846105	-18.3662359445683	15.7037075476497	-18.7694986621672	2	1
5981	0	6395	18.4499992837783	-9.04140477330432	17.8731927255876	-8.50081445653213	1	3
5010	0	4026	12.5202043688585	17.2018639835162	12.6251509856897	17.3585393286261	2	2
7263	0	5616	5.30835778885519	17.1442713886425	4.36974191254347	16.4073749785892	3	0
5596	0	5446	-5.69208017433537	9.86525524156494	-5.31352856085593	10.1638779223515	0	2
4755	0	6619	5.92037951040463	-11.8840237450793	5.67066829070865	-11.5724405641149	3	3
3750	0	5820	4.03669208641941	-3.79624019140866	4.09504380103421	-4.37614615732369	2	0
5833	0	5589	4.91750769867584	5.6745734079594	4.7782359160923	5.12079758251676	1	1
5220	0	6419	6.63101506244478	10.7477281505059	7.04836149783183	10.0303792186993	0	3
5026	0	4068	-12.9515369180747	14.6562197580631	-12.4461358674941	15.3800516722331	2	0
4774	0	5211	-6.58092200433071	-3.86589653864247	-6.59698804701856	-3.47890783380298	2	3
5818	0	6414	11.7072571456729	-0.877009828617205	10.9447955815978	-0.792576528905864	2	2
5619	0	5641	-4.985038989362	-2.86838472190613	-4.91517385031599	-3.50402439982505	3	1
3769	0	3965	-9.19578270265462	-2.20758972283299	-9.89751093470776	-1.80185865410588	1	1
5973	0	5582	15.7037075476497	-18.7694986621672	14.9225163846105	-18.3662359445683	1	2
4788	0	6851	1.33597345299645	0.993448689616864	1.63591662275959	1.03009588059479	0	3
6588	0	5991	18.1971662127537	-15.0061947935384	18.2642426620832	-14.6359270459114	0	3
5409	0	5418	2.35030715434013	3.98439806406781	1.68925392116631	4.52858436712579	1	2
4400	0	3993	-17.889621783731	-2.16216773704382	-17.8769455562615	-2.75756068339302	0	1
7413	0	5390	19.9890191351517	-10.6960352546192	19.9989635501557	-11.6330660193928	1	2
5574	0	4941	18.6874121776414	-16.3253710237789	18.6503072475803	-16.747121657275	2	1
4855	0	4434	-1.01108211702601	19.8738729394017	-1.22405089798052	19.6840001754272	3	2
4949	0	5373	-7.69619111729045	-4.06835826093618	-7.7027068144165	-3.75207661612745	1	1
4565	0	3985	5.04189723480527	-4.42412766548616	5.46860426614728	-4.12027127340273	1	1
5588	0	6384	11.6232052630571	-5.61352439013926	11.3236540553064	-5.59145808105315	0	0
6409	0	6408	10.2494014405673	-13.2517010159987	10.0507320225062	-13.4744950430012	1	0
5193	0	6590	13.0107645856144	-7.39212222472285	11.9887880910186	-7.63972944950721	1	2
5379	0	4937	0.827164515293296	-6.97925322207504	1.05316307009679	-7.1892955968429	3	1
5169	0	6019	9.49447523155659	-3.82442895157237	9.13720119802908	-3.51070128846089	1	3
3387	0	4995	-13.3855711221104	7.34495966743443	-12.9361303715487	7.48919429293258	3	3
3375	0	3786	-18.0371945474628	4.23714320128961	-17.6044963703846	3.65073966341205	3	2
4370	0	3953	-17.8586807909108	-10.947924386101	-18.2409424869865	-10.6342882375737	2	1
4160	0	4598	-1.41100503495482	-0.977093861960503	-0.875438586458746	-1.44339230155733	0	2
6619	0	4755	5.67066829070865	-11.5724405641149	5.92037951040463	-11.8840237450793	3	3
6026	0	6642	17.1470347078191	2.36484314634985	17.3811208537236	2.68121059528456	2	2
6220	0	5046	-2.01655801321727	10.2227873486034	-1.99808400082615	11.0827055072353	0	2
3473	0	4953	-19.6988371711297	-17.2902512570878	-19.6589739469485	-17.4063730474098	1	1
4796	0	5210	2.85139686381011	9.88998938836068	3.60205565714469	9.57876286533377	0	2
3354	0	3598	-16.4497017888829	-3.11097314258263	-16.7461373764346	-3.19199143048306	2	2
2955	0	3950	-19.7124019131125	-4.38259261826497	-19.9169353920037	-4.04097261307363	3	2
4159	0	5385	-2.04316827124454	3.10020193662437	-1.96556721821231	1.91374862151637	3	1
7415	0	4794	-11.3325993765784	-5.47780457367237	-11.4427516997784	-5.86395222437291	3	2
7011	0	5977	19.3286590964132	-19.2178236364859	19.2938972643553	-18.9161338130556	3	1
5590	0	6780	18.0094276111644	-17.7575153439881	18.1388013150332	-17.5697125690684	2	0
4563	0	4971	-5.34900833900834	-10.5269965874017	-5.70746340905789	-10.4903485962109	3	3
6156	0	4994	9.10168845216941	-8.67925787132244	8.50597263993136	-8.40360442228271	0	2
4599	0	4203	-2.35822130781031	15.4552388858207	-2.64685644716565	14.8229763613481	3	3
5020	0	5603	-6.8321528482049	-6.62206626564909	-7.90288315036204	-6.84611510049383	0	3
4394	0	4611	2.45862485589852	7.95935885182747	3.019840037538	8.18191058360586	2	3
6642	0	6026	17.3811208537236	2.68121059528456	17.1470347078191	2.36484314634985	2	2
3373	0	3973	-19.034127642581	0.485683864956502	-19.5897120966949	0.500043025448109	1	1
5811	0	5588	11.7975309822825	-5.32584741211183	11.6232052630571	-5.61352439013926	3	0
6647	0	3966	-1.66866847279852	5.8346843845213	-1.97119033111791	6.15390606460931	3	2
4406	0	6258	16.2596270359561	19.4000114666924	16.9123570089915	20.0674718526746	2	2
6581	0	4963	0.69214569911929	-11.9269851381901	0.694918126186599	-11.9642808149813	1	3
5647	0	4210	3.3156433477811	15.7670703763218	2.38561360253686	16.3882877943231	3	2
3305	0	4580	-19.3429283778927	-11.573574117648	-19.7015134139385	-11.602388303903	1	0
4753	0	4355	-8.56216251981446	-18.8160203349053	-8.50823127012203	-19.0000934571126	1	3
5581	0	5744	-6.26029701673592	-9.94768643403635	-5.69996652429912	-9.46172572381951	1	0
4166	0	4622	-8.96122022339141	-8.42212892492443	-8.76748181061357	-9.28400803559741	2	2
5835	0	5006	12.0818099407765	12.7142959610487	12.8075782465024	11.6439860003035	3	2
6479	0	4826	7.44045998710651	13.4781340405793	7.06743078808923	14.2848842122405	3	2
5827	0	4210	2.01948696008373	16.3481363687929	2.38561360253686	16.3882877943231	3	2
5642	0	5839	13.4910945841575	17.177343375339	13.3502335869246	17.3710983983389	2	3
3127	0	4125	-15.0450515185982	-16.2241937318139	-16.240648216711	-15.5347129765886	3	1
4964	0	5782	-1.28787237221566	-11.8310328759426	-1.37647602987679	-12.1580292426142	0	2
4790	0	6191	-3.79568061089327	-8.47644078970004	-3.0831425630713	-8.77548624589501	2	3
3979	0	5416	-13.2079122081829	5.92259299686052	-12.5916674427937	6.07856139836232	3	0
5799	0	5601	7.94200028725017	3.82482430459424	7.99616429009981	2.76464003150499	3	1
6226	0	6817	18.9617013375249	-3.09698192928248	18.5352497844705	-2.6059010890635	2	1
6020	0	5225	16.0959182337961	14.2438593072898	15.9740866837764	15.2171197251171	0	1
5975	0	6588	18.6752980619796	-15.2597560318134	18.1971662127537	-15.0061947935384	3	0
4130	0	1287	-12.7306396243365	-12.3931675854033	-12.8327133326724	-12.0424649334963	2	3
6195	0	5820	3.87537637263416	-4.73479862547991	4.09504380103421	-4.37614615732369	3	0
5987	0	5599	10.6649295765307	-3.45137113540011	9.7960218693058	-3.35656209131388	3	3
4527	0	5015	-6.75865167789093	-0.464855374646564	-6.78989418611641	-0.559156828541313	3	3
5822	0	5824	10.9331432092759	6.04467378579455	10.4693463202406	5.79591594654984	2	0
5144	0	5371	10.2654124170686	-19.8118631688821	10.3921877370464	-20.3928831889492	0	3
3403	0	4405	-13.9590367787091	17.0576235189051	-14.0666579472108	17.7419337194375	3	1
4804	0	4832	3.93512676249741	9.89190284964475	4.37500565790369	10.0158080876436	0	0
6590	0	6801	11.9887880910186	-7.63972944950721	11.1259963877812	-7.54575624636968	2	1
4345	0	4765	-13.9254509718014	-18.8016184939029	-13.7918919574573	-19.1089487693188	1	1
4405	0	3403	-14.0666579472108	17.7419337194375	-13.9590367787091	17.0576235189051	1	3
6593	0	5969	17.1718422384015	-17.7790589393228	16.7982294030113	-17.9490016567893	1	1
4208	0	4616	-9.85467388701293	19.9231957211401	-9.52181399435364	20.1806293945066	0	0
5312	0	5570	-0.343637756868188	-18.3100202035398	-1.6188036723581	-17.8074539899017	0	2
3610	0	4823	-13.2038755226585	17.2096272214101	-12.9118587989006	17.2595594366909	2	3
6023	0	6212	15.5484217596523	2.36356341010838	14.8818399691265	3.2884661662465	3	0
4615	0	6220	-2.78698650633182	9.30117148491114	-2.01655801321727	10.2227873486034	3	0
5760	0	6372	7.55647000475664	-14.5728940134302	7.63572293499248	-14.0299728024552	0	0
5994	0	6178	14.0284624146612	-19.1756225496696	14.2134434748492	-19.0243699617248	2	2
3774	0	3761	-12.5529963293048	-8.36841544699669	-13.0656241207372	-8.17737787241904	2	1
2363	0	4592	-11.9604620441413	0.558778073574286	-11.8583493227763	0.554839164389825	3	0
6836	0	6028	18.9237256200037	0.81890487616695	18.873117696026	1.3671520408727	0	0
4793	0	4585	-0.377681912854515	-2.48340244611224	-0.773797896440806	-2.64283608480962	1	1
6188	0	6224	7.91686297322043	-3.20524916176984	7.42536769451012	-3.7667620628141	0	0
5225	0	6662	15.9740866837764	15.2171197251171	15.5790448208014	15.2015354213977	1	2
5196	0	4577	-5.14908822010089	-1.16756063678991	-5.51125117888445	-0.299218550827542	0	1
6014	0	5423	14.5626084745106	-0.67473956219421	14.6814936175224	-0.415966791502659	2	3
5237	0	6066	8.19389112838524	18.1441462361723	7.68656305546304	18.3575315499827	1	2
5428	0	3999	-18.8012392031255	7.05282237291858	-18.7897202794608	6.71709751582761	0	3
4750	0	5114	2.39758483444615	-19.991327716423	2.76781281133134	-19.5556001448626	2	2
8028	0	5585	12.7820107574801	-14.9689003144798	12.7396446241168	-14.9042359343158	0	1
6155	0	6426	7.17482580040524	-11.8826705771436	7.4885781334751	-11.822086830433	3	2
6449	0	6425	9.93811812101206	4.00245982261622	10.0464457663561	3.59019131362222	1	1
8414	0	5977	18.7123595712754	-18.9817169303086	19.2938972643553	-18.9161338130556	2	1
6062	0	5457	15.6652228204854	10.8425413788796	15.1009984632894	11.3560203657465	2	1
7036	0	6221	17.7638634345408	-0.237319244992039	17.6493120686575	0.751195212039347	0	1
4382	0	4792	-2.82893027299808	-3.70868505944034	-3.31758656073121	-3.94710455863305	2	0
6237	0	6248	7.80882162911364	16.0748791345932	7.63031527540876	16.7491355846222	1	0
4869	0	3583	-17.5341828160031	11.9966331103806	-17.6730210856595	11.7290967911412	1	3
3796	0	4581	-15.5908198681838	-4.99222783646775	-15.6084481447855	-4.93599805747452	0	1
6196	0	5775	14.4788476860199	-6.12673684879783	15.1191600172151	-6.63178855177453	0	3
4559	0	3341	-14.3619566455541	-3.63786655831916	-15.2487054588454	-3.79750999795691	3	1
6225	0	6801	11.0944830643847	-7.20970732884821	11.1259963877812	-7.54575624636968	1	1
5976	0	6406	10.7415034162659	-15.0380062673931	10.7359776638776	-14.6941779794306	0	2
5014	0	4070	-5.83165174956098	7.18180352790639	-6.15630341912062	7.01354586508001	2	2
4387	0	4987	-9.89108184442466	-10.99780254943	-10.6284492445601	-10.7345202379814	3	3
5188	0	5373	-8.05088228576001	-3.81836006660022	-7.7027068144165	-3.75207661612745	0	1
4375	0	3704	-13.683953471798	-7.18840621761297	-13.1442963627062	-7.26570873957306	3	0
4631	0	3807	-17.176461557244	14.5423863280306	-16.9992519467595	14.973017646772	3	3
3370	0	4390	-12.8442307665707	9.16403157900444	-12.6026345774421	9.79591788190749	2	2
5836	0	5398	14.0904597082903	-13.5275426636904	15.0114725746942	-13.8890897929638	0	2
5023	0	4258	-0.213530862035088	11.699329403604	-0.255161081094343	11.8293447129742	3	2
6067	0	5614	13.7693985000703	14.2122524536297	13.6091046311789	13.9429375147356	3	2
5364	0	4967	7.89462155105386	-19.7533237869062	7.96686416807372	-20.1762122568216	0	3
4560	0	3935	-12.898964142292	-15.834370692655	-12.9082249912968	-16.4044542870827	0	3
3565	0	4187	-19.6258419356759	1.62550643582887	-20.0633786422001	1.67252380966095	1	3
4850	0	5066	-5.01644377304707	19.2676501133808	-4.57195863060312	18.9399523564844	2	2
3949	0	3527	-5.22763108063388	-16.1510072007649	-5.07718590899296	-16.9565896275789	1	3
5593	0	5166	6.72460003993749	-9.2168252418639	6.78836639250275	-9.0528974544965	1	2
5153	0	4122	-3.91868577005916	-18.9974241413044	-3.87362773206343	-18.5595819215371	1	2
4008	0	4757	-2.06225668411866	-9.80368069643735	-1.83590277537021	-9.50234797580161	0	1
6412	0	5769	11.3587327760207	-12.173865979226	11.6062907608969	-12.2786355238616	0	1
4201	0	4993	-8.83728957009079	7.0873516514312	-9.22843955738145	6.59007830900938	1	1
3704	0	4375	-13.1442963627062	-7.26570873957306	-13.683953471798	-7.18840621761297	0	3
3781	0	3355	-17.6204349974132	-6.35554401808901	-16.42836818603	-6.05465457207678	1	3
6223	0	4372	-11.9545292667219	2.33267527255795	-11.6836902166489	2.49998737693972	3	0
4199	0	4976	-18.5347947221	2.1599492726538	-18.7553559470585	1.36374870448141	3	0
7832	0	5806	9.48061757887919	-11.1543438608687	9.84484144492013	-10.8760062577331	0	2
6866	0	5649	15.2268242060568	16.189022909661	15.2587643538067	17.1300018297183	2	1
5190	0	4981	2.19282811538267	2.5598398135637	1.88016497850181	1.82451510798904	2	1
6417	0	5629	9.28830566203496	19.8309686365592	8.64907926426475	19.5708173993584	1	1
5262	0	4441	-8.30185621530912	15.1310129699622	-8.42256718643671	14.6840498714267	2	1
4744	0	5366	5.16466178816714	-18.8324694987429	4.6583431233703	-18.8137110495869	0	2
5595	0	5376	7.49432516741576	-9.15356659783509	7.62418180106277	-9.25750202077343	3	0
4530	0	6391	1.83160419209179	-16.8507086643464	1.72037754612199	-17.6474763933999	2	3
5607	0	5811	12.4182901912199	-5.836320031562	11.7975309822825	-5.32584741211183	3	3
3804	0	4845	-12.5950436457768	18.9708164695471	-13.2866691134332	18.9053718528504	0	1
4340	0	4757	-1.94055680528276	-9.1088858987775	-1.83590277537021	-9.50234797580161	0	1
3527	0	3949	-5.07718590899296	-16.9565896275789	-5.22763108063388	-16.1510072007649	3	1
6262	0	6635	10.7305763606607	0.254485833216297	10.4612907358454	0.405282804299252	2	3
4613	0	5446	-5.29496938722121	10.7792069440537	-5.31352856085593	10.1638779223515	1	2
6190	0	7031	11.9039032894894	-17.4056133032953	13.0670325794913	-17.3243131873702	2	3
6421	0	6429	13.1703362577488	-0.361965704902393	13.8964003893464	-0.345739512524884	1	1
5866	0	4258	-0.529007190391097	11.865838774755	-0.255161081094343	11.8293447129742	2	2
5214	0	4384	6.06910216594321	5.38211677721163	6.00060766211721	4.69684959633422	2	0
5417	0	5605	0.639457144714334	-10.8582636150649	0.573148657673994	-10.9860829883396	1	1
6037	0	6841	15.8732739409819	3.95528399671275	16.5145000289785	3.89565708794039	1	1
4127	0	4179	-6.04778914207029	2.92830050256643	-6.03543746220061	2.98042102068651	3	3
3964	0	4932	-2.24001580138792	-7.93274854715797	-2.3129600576908	-8.15732168693362	0	0
4979	0	4553	-12.1842616243954	-9.15132485803344	-12.1071530394308	-9.00289248102878	3	1
3790	0	5416	-11.7244153937749	5.25532305208524	-12.5916674427937	6.07856139836232	2	0
4795	0	5227	-2.12883449966343	14.3255238168749	-2.09546438616744	14.2428742975051	3	3
5556	0	5146	5.7960316185417	-19.8999415931521	5.27722906926863	-20.5362003680838	0	2
5181	0	4537	3.80578706720725	-10.627783640461	4.45078647649057	-10.5792441101446	1	1
5223	0	4595	5.02562224803108	0.00720308957388838	4.97811882414108	0.19947344021653	3	3
6464	0	7467	19.6987374688512	6.28055107775554	19.2770626528242	6.56050983511797	0	3
5602	0	6031	10.2522513386629	1.73497212437497	10.9925392321965	2.01949347901978	2	3
6032	0	6831	15.2501672063561	-2.71830460436011	15.0696777914094	-2.35443416070968	0	3
4122	0	5153	-3.87362773206343	-18.5595819215371	-3.91868577005916	-18.9974241413044	2	1
5651	0	5422	-0.986941844689905	7.23264289437876	-0.667529799958391	7.91897937695593	3	2
4566	0	5142	5.39295634160581	-14.9909459523375	6.04150670511102	-15.6762967760127	2	2
5412	0	4838	-4.67588570164423	14.5012997739534	-4.51747197678084	13.6878199932332	0	2
5013	0	3802	-4.40281670536552	2.13331647572319	-4.7266062409112	1.53329087943251	1	2
4776	0	4395	-1.60400541814343	-3.12374440216906	-1.56940272280533	-2.75414664432228	0	3
5709	0	5270	9.7507514838095	17.40105373906	9.4215679721357	16.9259951294166	1	2
4745	0	5453	-7.06105966960767	-2.24938215266359	-7.21333719095551	-1.74451539999722	1	1
3740	0	4132	-13.9588987920973	-17.2305903167757	-13.4831269658332	-17.254564107761	0	0
5594	0	4802	1.55865638417976	-0.608331946259762	1.4697036731832	-0.564755314532751	2	2
4258	0	5023	-0.255161081094343	11.8293447129742	-0.213530862035088	11.699329403604	2	3
5024	0	4997	-7.73707506095133	0.249792844903057	-8.29766566808907	-0.0450198781188191	0	1
5399	0	5815	13.3565181395536	1.70964314786102	13.9499580007236	2.34012891019445	3	3
5173	0	4962	4.69689473349232	-7.66500499576367	4.41527988054391	-7.40237816716686	1	2
6215	0	6395	17.6453881104911	-7.83568979010611	17.8731927255876	-8.50081445653213	3	3
5038	0	4617	-8.53497079895043	19.6756753485486	-8.98863431841488	19.5738214225554	2	1
4390	0	3370	-12.6026345774421	9.79591788190749	-12.8442307665707	9.16403157900444	2	2
5231	0	4864	2.43793505586481	19.4229833512757	2.30012195589739	18.7317510633104	3	0
6418	0	5798	19.0250775878248	-6.31274870870276	19.035747763186	-6.26812786593806	2	2
5418	0	5409	1.68925392116631	4.52858436712579	2.35030715434013	3.98439806406781	2	1
6231	0	5621	18.316956952542	14.5871543771942	19.0745803911941	14.0155394209044	3	1
4960	0	6415	2.85314569363129	-2.03134775149978	2.01645733991248	-1.47038781635511	0	3
5671	0	5051	9.07305711656729	18.6413342443754	8.51972614159861	19.2387902989483	3	3
3965	0	4357	-9.89751093470776	-1.80185865410588	-10.2684472689827	-1.2481142195585	1	1
4794	0	7415	-11.4427516997784	-5.86395222437291	-11.3325993765784	-5.47780457367237	2	3
4134	0	4366	-9.23203634760246	-13.2939172356692	-8.92232464073644	-13.7820313546058	2	2
5993	0	5803	7.20929847950115	-18.6715372594891	6.74158783861735	-19.0537144851164	1	3
5215	0	6264	15.6974153803495	8.83643418389832	16.4802380921509	9.08331193937726	3	0
5969	0	6593	16.7982294030113	-17.9490016567893	17.1718422384015	-17.7790589393228	1	1
5809	0	6817	18.1836459847728	-2.20444474825955	18.5352497844705	-2.6059010890635	1	1
4149	0	5400	-13.1855146424993	-3.57715219712157	-13.1491362753284	-3.83038783153855	1	0
4800	0	4607	-9.16696527276736	9.28845710637416	-8.40679497967108	8.95502507059859	0	3
6594	0	5998	15.713279326228	-15.7640181847545	15.8750639453222	-15.6711881997439	2	2
4845	0	3804	-13.2866691134332	18.9053718528504	-12.5950436457768	18.9708164695471	1	0
4959	0	5147	3.20530073242905	-7.94941488722458	2.77553725890627	-7.72169215140284	3	3
5433	0	4597	-5.12099944494915	16.417288944743	-5.23701495433528	16.3148670701779	1	1
4381	0	2934	-15.5174951677206	0.313638881203437	-14.8943089051037	0.265602589337828	1	2
6013	0	5006	12.4807391313503	10.7307959066408	12.8075782465024	11.6439860003035	1	2
6465	0	6096	15.7832742456669	18.0810104913402	16.5883886888259	18.1581505156469	1	0
3775	0	3195	-17.1836807030447	4.52862878598575	-17.3767909346799	4.61100443676407	3	3
3999	0	3980	-18.7897202794608	6.71709751582761	-18.5576055693644	6.59181686146475	3	0
3963	0	4571	-11.2725502424895	-16.2044841109568	-10.8495903781836	-16.0506231846129	3	3
3787	0	3617	-13.6820119641901	3.25924907437599	-13.4601385603976	3.16961367402033	3	1
4614	0	4173	-7.81699813308183	9.80488390112344	-8.11525608688212	10.5086853442472	2	1
5213	0	5963	-0.452217977942996	-5.25529791344401	-0.637507048852607	-4.18798637029826	1	3
5995	0	6864	19.7218633977275	7.89687506053267	18.809159749495	8.0238796427206	3	0
5779	0	6388	8.74172489451338	-13.0395781257068	9.13257887177617	-12.234606306023	3	0
5422	0	5187	-0.667529799958391	7.91897937695593	-0.919645523192114	8.62626797089768	2	3
4207	0	4200	-2.97050456328241	12.7366687913362	-3.83611029502416	13.0786222600524	3	0
6657	0	6873	19.6207719436523	11.3612418619566	19.6884817288202	11.7458339454488	1	1
6182	0	3553	6.9228504843675	-5.16446021391448	6.81096002493897	-5.40687801903706	2	1
3746	0	4757	-1.60117339928638	-9.77185678817081	-1.83590277537021	-9.50234797580161	2	1
4843	0	5235	-3.68224708153428	13.8277516435641	-3.87493297178648	13.9230003576344	3	3
4251	0	4631	-17.7498412373704	14.4828069700218	-17.176461557244	14.5423863280306	3	3
3754	0	4214	-19.9859812859792	9.12057715478582	-20.1515653195161	8.7379559134734	2	2
4202	0	4177	-10.1381995527746	4.56995321677523	-9.10369754441839	4.74500529830734	2	1
5435	0	6084	14.1789152523632	15.2545030171742	14.375928006401	15.3575100277082	3	0
4396	0	5227	-2.39361967684446	13.6223876447152	-2.09546438616744	14.2428742975051	0	3
5031	0	6631	11.3021334545627	11.33276300585	10.9967908717973	11.768285565188	3	3
2766	0	3334	-15.7714272974293	-5.87410548971157	-15.5790400017954	-6.03614257275127	2	2
5224	0	5001	-2.7526257446266	-2.07855343000596	-3.14216386967672	-2.19459370971815	0	1
5427	0	5601	7.99996699516552	2.41025959322556	7.99616429009981	2.76464003150499	3	1
6015	0	6051	5.87447511539308	-7.14734860600729	7.0274866842064	-6.82830786589245	3	3
6463	0	6431	9.42910970720634	13.3724909886779	9.72609973159972	13.5936874959566	3	3
6224	0	6188	7.42536769451012	-3.7667620628141	7.91686297322043	-3.20524916176984	0	0
